n,method,regime,scenario,delta,variable,comparison,n_pairs,mean_diff,se_diff
3000,Conventional MSE,fixed_delta_0.035,F_delta_0.035,0.035,covered,F_delta_0.035 - continuous,4999,-0.15383076615323066,0.006057241682811978
3000,Conventional MSE,fixed_delta_0.04,F_delta_0.04,0.04,covered,F_delta_0.04 - continuous,4924,-0.3440292445166531,0.007201628987318804
3000,Conventional MSE,fixed_delta_0.045,F_delta_0.045,0.045,covered,F_delta_0.045 - continuous,3903,-0.665641813989239,0.007698742753445105
3000,Conventional MSE,fixed_delta_0.05,F_delta_0.05,0.05,covered,F_delta_0.05 - continuous,1689,-0.7969212551805802,0.009791601253513811
3000,Conventional MSE,shrinking_delta,S_shrink_delta_0.0204,0.0204124145231931,covered,S_shrink_delta_0.0204 - continuous,5000,-0.0384,0.004033403236515494
3000,RBC MSE,fixed_delta_0.01,F_delta_0.01,0.01,covered,F_delta_0.01 - continuous,5000,0.006,0.002115111046481435
3000,RBC MSE,fixed_delta_0.015,F_delta_0.015,0.015,covered,F_delta_0.015 - continuous,5000,0.0036,0.002481660679453496
3000,RBC MSE,fixed_delta_0.02,F_delta_0.02,0.02,covered,F_delta_0.02 - continuous,5000,0.0034,0.002835365207371325
3000,RBC MSE,fixed_delta_0.025,F_delta_0.025,0.025,covered,F_delta_0.025 - continuous,5000,-0.002,0.0032126724471770486
3000,RBC MSE,fixed_delta_0.03,F_delta_0.03,0.03,covered,F_delta_0.03 - continuous,5000,0.002,0.003429511963889627
3000,RBC MSE,fixed_delta_0.035,F_delta_0.035,0.035,covered,F_delta_0.035 - continuous,4999,-0.0010002000400080016,0.0036397455335093714
3000,RBC MSE,fixed_delta_0.04,F_delta_0.04,0.04,covered,F_delta_0.04 - continuous,4924,0.0022339561332250205,0.0038802336029015753
3000,RBC MSE,fixed_delta_0.045,F_delta_0.045,0.045,covered,F_delta_0.045 - continuous,3903,-0.01614142966948501,0.0048347249962112935
3000,RBC MSE,fixed_delta_0.05,F_delta_0.05,0.05,covered,F_delta_0.05 - continuous,1689,-0.1521610420367081,0.010724229376637272
3000,RBC MSE,shrinking_delta,S_shrink_delta_0.0204,0.0204124145231931,covered,S_shrink_delta_0.0204 - continuous,5000,0.0054,0.0028205955314135997
4000,Bias-aware/Honest,fixed_delta_0.01,F_delta_0.01,0.01,covered,F_delta_0.01 - continuous,5000,0.001,0.0004470346384717841
4000,Bias-aware/Honest,fixed_delta_0.015,F_delta_0.015,0.015,covered,F_delta_0.015 - continuous,5000,0.0006,0.0005291351403936047
4000,Bias-aware/Honest,fixed_delta_0.02,F_delta_0.02,0.02,covered,F_delta_0.02 - continuous,5000,0.002,0.0006923119666536426
4000,Bias-aware/Honest,fixed_delta_0.025,F_delta_0.025,0.025,covered,F_delta_0.025 - continuous,5000,0.0018,0.0007207328847626112
4000,Bias-aware/Honest,fixed_delta_0.03,F_delta_0.03,0.03,covered,F_delta_0.03 - continuous,5000,0.0024,0.0006920576484352669
4000,Bias-aware/Honest,fixed_delta_0.035,F_delta_0.035,0.035,covered,F_delta_0.035 - continuous,4993,0.0022030843180452634,0.0006635892619990123
4000,Bias-aware/Honest,fixed_delta_0.04,F_delta_0.04,0.04,covered,F_delta_0.04 - continuous,4652,0.001934651762682717,0.0006443290626104828
4000,Bias-aware/Honest,fixed_delta_0.045,F_delta_0.045,0.045,covered,F_delta_0.045 - continuous,2255,0.003547671840354767,0.001252342235895017
4000,Bias-aware/Honest,fixed_delta_0.05,F_delta_0.05,0.05,covered,F_delta_0.05 - continuous,424,0.007075471698113208,0.004075356776608486
4000,Bias-aware/Honest,shrinking_delta,S_shrink_delta_0.0177,0.0176776695296636,covered,S_shrink_delta_0.0177 - continuous,5000,0.0018,0.0005995197117501269
4000,Conventional MSE,fixed_delta_0.01,F_delta_0.01,0.01,covered,F_delta_0.01 - continuous,5000,-0.0196,0.0028008457557297723
4000,Conventional MSE,fixed_delta_0.015,F_delta_0.015,0.015,covered,F_delta_0.015 - continuous,5000,-0.0238,0.0034538526053617155
4000,Conventional MSE,fixed_delta_0.02,F_delta_0.02,0.02,covered,F_delta_0.02 - continuous,5000,-0.0366,0.004041702001757947
4000,Conventional MSE,fixed_delta_0.025,F_delta_0.025,0.025,covered,F_delta_0.025 - continuous,5000,-0.0944,0.005002272738117075
4000,Conventional MSE,fixed_delta_0.03,F_delta_0.03,0.03,covered,F_delta_0.03 - continuous,5000,-0.0742,0.00508173560974609
4000,Conventional MSE,fixed_delta_0.035,F_delta_0.035,0.035,covered,F_delta_0.035 - continuous,4993,-0.2323252553575005,0.006584076338482698
4000,Conventional MSE,fixed_delta_0.04,F_delta_0.04,0.04,covered,F_delta_0.04 - continuous,4652,-0.49484092863284607,0.007627785742996091
4000,Conventional MSE,fixed_delta_0.045,F_delta_0.045,0.045,covered,F_delta_0.045 - continuous,2255,-0.78980044345898,0.00865068063473666
4000,Conventional MSE,fixed_delta_0.05,F_delta_0.05,0.05,covered,F_delta_0.05 - continuous,424,-0.7193396226415094,0.02184677621670074
4000,Conventional MSE,shrinking_delta,S_shrink_delta_0.0177,0.0176776695296636,covered,S_shrink_delta_0.0177 - continuous,5000,-0.043,0.0038253269958691194
4000,RBC MSE,fixed_delta_0.01,F_delta_0.01,0.01,covered,F_delta_0.01 - continuous,5000,0.0028,0.0020782915722226836
4000,RBC MSE,fixed_delta_0.015,F_delta_0.015,0.015,covered,F_delta_0.015 - continuous,5000,-0.0006,0.0025379551302670126
4000,RBC MSE,fixed_delta_0.02,F_delta_0.02,0.02,covered,F_delta_0.02 - continuous,5000,0.0018,0.0027930113108321788
4000,RBC MSE,fixed_delta_0.025,F_delta_0.025,0.025,covered,F_delta_0.025 - continuous,5000,-0.0056,0.003381717788793235
4000,RBC MSE,fixed_delta_0.03,F_delta_0.03,0.03,covered,F_delta_0.03 - continuous,5000,0.0002,0.0035160296490357673
4000,RBC MSE,fixed_delta_0.035,F_delta_0.035,0.035,covered,F_delta_0.035 - continuous,4993,-0.002403364710594833,0.0038213376636572847
4000,RBC MSE,fixed_delta_0.04,F_delta_0.04,0.04,covered,F_delta_0.04 - continuous,4652,-0.005374032674118658,0.00409524516230375
4000,RBC MSE,fixed_delta_0.045,F_delta_0.045,0.045,covered,F_delta_0.045 - continuous,2255,-0.07760532150776053,0.008219813693506002
4000,RBC MSE,fixed_delta_0.05,F_delta_0.05,0.05,covered,F_delta_0.05 - continuous,424,-0.41037735849056606,0.026567704479483464
4000,RBC MSE,shrinking_delta,S_shrink_delta_0.0177,0.0176776695296636,covered,S_shrink_delta_0.0177 - continuous,5000,-0.0048,0.0027123538435599682
5000,Bias-aware/Honest,fixed_delta_0.01,F_delta_0.01,0.01,covered,F_delta_0.01 - continuous,5000,0.0006,0.0004471778098236984
5000,Bias-aware/Honest,fixed_delta_0.015,F_delta_0.015,0.015,covered,F_delta_0.015 - continuous,5000,0.0006,0.0006000000000000001
5000,Bias-aware/Honest,fixed_delta_0.02,F_delta_0.02,0.02,covered,F_delta_0.02 - continuous,5000,0.0014,0.0005288326132024737
5000,Bias-aware/Honest,fixed_delta_0.025,F_delta_0.025,0.025,covered,F_delta_0.025 - continuous,5000,0.0014,0.0005997332206799932
5000,Bias-aware/Honest,fixed_delta_0.03,F_delta_0.03,0.03,covered,F_delta_0.03 - continuous,5000,0.0016,0.0005652892271944303
5000,Bias-aware/Honest,fixed_delta_0.035,F_delta_0.035,0.035,covered,F_delta_0.035 - continuous,4962,0.0016122531237404273,0.0005696152673806962
5000,Bias-aware/Honest,fixed_delta_0.04,F_delta_0.04,0.04,covered,F_delta_0.04 - continuous,4014,0.001245640259093174,0.0005567895584234
5000,Bias-aware/Honest,fixed_delta_0.045,F_delta_0.045,0.045,covered,F_delta_0.045 - continuous,968,0.0010330578512396695,0.0010330578512396692
5000,Bias-aware/Honest,fixed_delta_0.05,F_delta_0.05,0.05,covered,F_delta_0.05 - continuous,114,0.0,0.0
5000,Bias-aware/Honest,shrinking_delta,S_shrink_delta_0.0158,0.0158113883008419,covered,S_shrink_delta_0.0158 - continuous,5000,0.001,0.0005290141502778909
5000,Conventional MSE,fixed_delta_0.01,F_delta_0.01,0.01,covered,F_delta_0.01 - continuous,5000,-0.0166,0.0026807322255408147
5000,Conventional MSE,fixed_delta_0.015,F_delta_0.015,0.015,covered,F_delta_0.015 - continuous,5000,-0.031,0.0034190843843937982
5000,Conventional MSE,fixed_delta_0.02,F_delta_0.02,0.02,covered,F_delta_0.02 - continuous,5000,-0.0434,0.004067750892011935
5000,Conventional MSE,fixed_delta_0.025,F_delta_0.025,0.025,covered,F_delta_0.025 - continuous,5000,-0.0814,0.004857934530804333
5000,Conventional MSE,fixed_delta_0.03,F_delta_0.03,0.03,covered,F_delta_0.03 - continuous,5000,-0.1196,0.005428172898149288
5000,Conventional MSE,fixed_delta_0.035,F_delta_0.035,0.035,covered,F_delta_0.035 - continuous,4962,-0.3069326884320838,0.007027031569779234
5000,Conventional MSE,fixed_delta_0.04,F_delta_0.04,0.04,covered,F_delta_0.04 - continuous,4014,-0.661684105630294,0.00761696500951286
5000,Conventional MSE,fixed_delta_0.045,F_delta_0.045,0.045,covered,F_delta_0.045 - continuous,968,-0.7799586776859504,0.013322161163432204
5000,Conventional MSE,fixed_delta_0.05,F_delta_0.05,0.05,covered,F_delta_0.05 - continuous,114,-0.7543859649122807,0.040493392977481425
5000,Conventional MSE,shrinking_delta,S_shrink_delta_0.0158,0.0158113883008419,covered,S_shrink_delta_0.0158 - continuous,5000,-0.0406,0.0036486971096707415
5000,RBC MSE,fixed_delta_0.01,F_delta_0.01,0.01,covered,F_delta_0.01 - continuous,5000,0.003,0.001969511562585767
5000,RBC MSE,fixed_delta_0.015,F_delta_0.015,0.015,covered,F_delta_0.015 - continuous,5000,0.0002,0.0023918896770640254
5000,RBC MSE,fixed_delta_0.02,F_delta_0.02,0.02,covered,F_delta_0.02 - continuous,5000,0.001,0.0029054239445663573
5000,RBC MSE,fixed_delta_0.025,F_delta_0.025,0.025,covered,F_delta_0.025 - continuous,5000,-0.0044,0.0031997149302909825
5000,RBC MSE,fixed_delta_0.03,F_delta_0.03,0.03,covered,F_delta_0.03 - continuous,5000,-0.0006,0.0035499927450204655
5000,RBC MSE,fixed_delta_0.035,F_delta_0.035,0.035,covered,F_delta_0.035 - continuous,4962,-0.005441354292623942,0.0038180828461281415
5000,RBC MSE,fixed_delta_0.04,F_delta_0.04,0.04,covered,F_delta_0.04 - continuous,4014,-0.008719481813652218,0.004571881363567637
5000,RBC MSE,fixed_delta_0.045,F_delta_0.045,0.045,covered,F_delta_0.045 - continuous,968,-0.21694214876033058,0.015346042694842753
5000,RBC MSE,fixed_delta_0.05,F_delta_0.05,0.05,covered,F_delta_0.05 - continuous,114,-0.5526315789473685,0.04998385900492637
5000,RBC MSE,shrinking_delta,S_shrink_delta_0.0158,0.0158113883008419,covered,S_shrink_delta_0.0158 - continuous,5000,-0.0016,0.00254573843056025
500,Bias-aware/Honest,fixed_delta_0.01,F_delta_0.01,0.01,estimate,F_delta_0.01 - continuous,5000,0.004400025148561749,0.00020483672399453914
500,Bias-aware/Honest,fixed_delta_0.015,F_delta_0.015,0.015,estimate,F_delta_0.015 - continuous,5000,0.005898443969252179,0.0002679199532725888
500,Bias-aware/Honest,fixed_delta_0.02,F_delta_0.02,0.02,estimate,F_delta_0.02 - continuous,5000,0.008505405676974704,0.000340954558525216
500,Bias-aware/Honest,fixed_delta_0.025,F_delta_0.025,0.025,estimate,F_delta_0.025 - continuous,5000,0.011299192908251505,0.0004182409849791873
500,Bias-aware/Honest,fixed_delta_0.03,F_delta_0.03,0.03,estimate,F_delta_0.03 - continuous,5000,0.013808005613722384,0.00048612629255129864
500,Bias-aware/Honest,fixed_delta_0.035,F_delta_0.035,0.035,estimate,F_delta_0.035 - continuous,5000,0.019583595685718106,0.0005772557022125385
500,Bias-aware/Honest,fixed_delta_0.04,F_delta_0.04,0.04,estimate,F_delta_0.04 - continuous,5000,0.024007432299780862,0.0006514155042111922
500,Bias-aware/Honest,fixed_delta_0.045,F_delta_0.045,0.045,estimate,F_delta_0.045 - continuous,5000,0.03164420910405487,0.0006920034217627816
500,Bias-aware/Honest,fixed_delta_0.05,F_delta_0.05,0.05,estimate,F_delta_0.05 - continuous,4998,0.047289558061177205,0.0007514020960020641
500,Bias-aware/Honest,fixed_delta_0.055,F_delta_0.055,0.055,estimate,F_delta_0.055 - continuous,4991,0.06515586264866469,0.000826136549382086
500,Bias-aware/Honest,fixed_delta_0.06,F_delta_0.06,0.06,estimate,F_delta_0.06 - continuous,4955,0.08547598954672116,0.0008949304810350233
500,Bias-aware/Honest,fixed_delta_0.065,F_delta_0.065,0.065,estimate,F_delta_0.065 - continuous,4865,0.10745335378051853,0.0009543309865115466
500,Bias-aware/Honest,fixed_delta_0.07,F_delta_0.07,0.07,estimate,F_delta_0.07 - continuous,4668,0.13096947665694955,0.0010200733512868143
500,Bias-aware/Honest,fixed_delta_0.075,F_delta_0.075,0.075,estimate,F_delta_0.075 - continuous,4285,0.15575993506321828,0.001112140512486179
500,Bias-aware/Honest,fixed_delta_0.08,F_delta_0.08,0.08,estimate,F_delta_0.08 - continuous,3694,0.18300983913624172,0.0012465418260315015
500,Bias-aware/Honest,fixed_delta_0.09,F_delta_0.09,0.09,estimate,F_delta_0.09 - continuous,2636,0.24072560073899815,0.0015417628863799691
500,Bias-aware/Honest,fixed_delta_0.1,F_delta_0.1,0.1,estimate,F_delta_0.1 - continuous,2101,0.2986847368237841,0.0017651460072393738
500,Bias-aware/Honest,fixed_delta_0.12,F_delta_0.12,0.12,estimate,F_delta_0.12 - continuous,48,0.43961626305060736,0.012171918925315958
500,Bias-aware/Honest,shrinking_delta,S_shrink_delta_0.0500,0.05,estimate,S_shrink_delta_0.0500 - continuous,4998,0.047289558061177205,0.0007514020960020641
500,Conventional MSE,fixed_delta_0.01,F_delta_0.01,0.01,estimate,F_delta_0.01 - continuous,5000,0.004400025148561899,0.00020483672399453925
500,Conventional MSE,fixed_delta_0.015,F_delta_0.015,0.015,estimate,F_delta_0.015 - continuous,5000,0.0058984439692519935,0.0002679199532725866
500,Conventional MSE,fixed_delta_0.02,F_delta_0.02,0.02,estimate,F_delta_0.02 - continuous,5000,0.008505405676974479,0.00034095455852521775
500,Conventional MSE,fixed_delta_0.025,F_delta_0.025,0.025,estimate,F_delta_0.025 - continuous,5000,0.01129919290825133,0.000418240984979185
500,Conventional MSE,fixed_delta_0.03,F_delta_0.03,0.03,estimate,F_delta_0.03 - continuous,5000,0.013808005613722588,0.00048612629255129805
500,Conventional MSE,fixed_delta_0.035,F_delta_0.035,0.035,estimate,F_delta_0.035 - continuous,5000,0.019583595685718245,0.0005772557022125387
500,Conventional MSE,fixed_delta_0.04,F_delta_0.04,0.04,estimate,F_delta_0.04 - continuous,5000,0.024007432299781074,0.0006514155042111907
500,Conventional MSE,fixed_delta_0.045,F_delta_0.045,0.045,estimate,F_delta_0.045 - continuous,5000,0.03164420910405465,0.0006920034217627842
500,Conventional MSE,fixed_delta_0.05,F_delta_0.05,0.05,estimate,F_delta_0.05 - continuous,4998,0.047289558061177205,0.0007514020960020635
500,Conventional MSE,fixed_delta_0.055,F_delta_0.055,0.055,estimate,F_delta_0.055 - continuous,4991,0.06515586264866462,0.000826136549382089
500,Conventional MSE,fixed_delta_0.06,F_delta_0.06,0.06,estimate,F_delta_0.06 - continuous,4955,0.08547598954672118,0.0008949304810350246
500,Conventional MSE,fixed_delta_0.065,F_delta_0.065,0.065,estimate,F_delta_0.065 - continuous,4865,0.1074533537805196,0.0009543309865115406
500,Conventional MSE,fixed_delta_0.07,F_delta_0.07,0.07,estimate,F_delta_0.07 - continuous,4668,0.13096947665694922,0.0010200733512868176
500,Conventional MSE,fixed_delta_0.075,F_delta_0.075,0.075,estimate,F_delta_0.075 - continuous,4285,0.15575993506321795,0.0011121405124861854
500,Conventional MSE,fixed_delta_0.08,F_delta_0.08,0.08,estimate,F_delta_0.08 - continuous,3694,0.18300983913605767,0.0012465418260298234
500,Conventional MSE,fixed_delta_0.09,F_delta_0.09,0.09,estimate,F_delta_0.09 - continuous,2636,0.2407256007390266,0.0015417628863793622
500,Conventional MSE,fixed_delta_0.1,F_delta_0.1,0.1,estimate,F_delta_0.1 - continuous,2101,0.2986847368237859,0.0017651460072393443
500,Conventional MSE,fixed_delta_0.12,F_delta_0.12,0.12,estimate,F_delta_0.12 - continuous,48,0.4396162630506765,0.012171918925316775
500,Conventional MSE,shrinking_delta,S_shrink_delta_0.0500,0.05,estimate,S_shrink_delta_0.0500 - continuous,4998,0.047289558061177205,0.0007514020960020635
500,RBC MSE,fixed_delta_0.01,F_delta_0.01,0.01,estimate,F_delta_0.01 - continuous,5000,0.0011176706406696784,0.0001891388578578897
500,RBC MSE,fixed_delta_0.015,F_delta_0.015,0.015,estimate,F_delta_0.015 - continuous,5000,0.001390669293946687,0.00025791991183619055
500,RBC MSE,fixed_delta_0.02,F_delta_0.02,0.02,estimate,F_delta_0.02 - continuous,5000,0.0018644701283315676,0.0003325764856335912
500,RBC MSE,fixed_delta_0.025,F_delta_0.025,0.025,estimate,F_delta_0.025 - continuous,5000,0.0028249573714850176,0.00041278210398761165
500,RBC MSE,fixed_delta_0.03,F_delta_0.03,0.03,estimate,F_delta_0.03 - continuous,5000,0.0029875164008322554,0.0004882279494760939
500,RBC MSE,fixed_delta_0.035,F_delta_0.035,0.035,estimate,F_delta_0.035 - continuous,5000,0.0045755517487697074,0.0005841461488181925
500,RBC MSE,fixed_delta_0.04,F_delta_0.04,0.04,estimate,F_delta_0.04 - continuous,5000,0.006112632276237547,0.0006670225537636905
500,RBC MSE,fixed_delta_0.045,F_delta_0.045,0.045,estimate,F_delta_0.045 - continuous,5000,0.008522373230580058,0.0007331637251132543
500,RBC MSE,fixed_delta_0.05,F_delta_0.05,0.05,estimate,F_delta_0.05 - continuous,4998,0.014126142163324217,0.0008117472373348452
500,RBC MSE,fixed_delta_0.055,F_delta_0.055,0.055,estimate,F_delta_0.055 - continuous,4991,0.019608256694794487,0.00090140566763329
500,RBC MSE,fixed_delta_0.06,F_delta_0.06,0.06,estimate,F_delta_0.06 - continuous,4955,0.027628396709102776,0.0009741278150087603
500,RBC MSE,fixed_delta_0.065,F_delta_0.065,0.065,estimate,F_delta_0.065 - continuous,4865,0.03738494526511905,0.0010405858687955493
500,RBC MSE,fixed_delta_0.07,F_delta_0.07,0.07,estimate,F_delta_0.07 - continuous,4668,0.04901894706295844,0.0011102312421951929
500,RBC MSE,fixed_delta_0.075,F_delta_0.075,0.075,estimate,F_delta_0.075 - continuous,4285,0.06200499119822186,0.0012111157994441513
500,RBC MSE,fixed_delta_0.08,F_delta_0.08,0.08,estimate,F_delta_0.08 - continuous,3694,0.07774372776069649,0.0013577167203188336
500,RBC MSE,fixed_delta_0.09,F_delta_0.09,0.09,estimate,F_delta_0.09 - continuous,2636,0.11211590597025124,0.0016846282721193148
500,RBC MSE,fixed_delta_0.1,F_delta_0.1,0.1,estimate,F_delta_0.1 - continuous,2101,0.14512649747820106,0.0019331375179888108
500,RBC MSE,fixed_delta_0.12,F_delta_0.12,0.12,estimate,F_delta_0.12 - continuous,48,0.26257018600226883,0.01234302515053266
500,RBC MSE,shrinking_delta,S_shrink_delta_0.0500,0.05,estimate,S_shrink_delta_0.0500 - continuous,4998,0.014126142163324217,0.0008117472373348452
750,Bias-aware/Honest,fixed_delta_0.01,F_delta_0.01,0.01,estimate,F_delta_0.01 - continuous,5000,0.003906658675864103,0.000167742308726177
750,Bias-aware/Honest,fixed_delta_0.015,F_delta_0.015,0.015,estimate,F_delta_0.015 - continuous,5000,0.005602809164688677,0.0002276177009625174
750,Bias-aware/Honest,fixed_delta_0.02,F_delta_0.02,0.02,estimate,F_delta_0.02 - continuous,5000,0.007690368057177841,0.0002970014233913654
750,Bias-aware/Honest,fixed_delta_0.025,F_delta_0.025,0.025,estimate,F_delta_0.025 - continuous,5000,0.011655886024402332,0.000363795425438354
750,Bias-aware/Honest,fixed_delta_0.03,F_delta_0.03,0.03,estimate,F_delta_0.03 - continuous,5000,0.01667435744006595,0.00043954847444925544
750,Bias-aware/Honest,fixed_delta_0.035,F_delta_0.035,0.035,estimate,F_delta_0.035 - continuous,5000,0.020501884362056463,0.0005320710450405308
750,Bias-aware/Honest,fixed_delta_0.04,F_delta_0.04,0.04,estimate,F_delta_0.04 - continuous,5000,0.026056850263211577,0.0005780455788840644
750,Bias-aware/Honest,fixed_delta_0.045,F_delta_0.045,0.045,estimate,F_delta_0.045 - continuous,4998,0.038877938618661935,0.0006193116745152219
750,Bias-aware/Honest,fixed_delta_0.05,F_delta_0.05,0.05,estimate,F_delta_0.05 - continuous,4991,0.05631074269189726,0.000678073962632801
